id,name,country,confederation,founded_year,stadium,nickname,image_url,website,description,ranking,category,total_trophies,world_cup_titles,manager,captain,main_rivals,honors_json,last_updated
81,South Africa,South Africa,CAF,1900,National Stadium of South Africa,The South Africa Team,,https://en.wikipedia.org/wiki/South_Africa_national_football_team,The South Africa national men's football team.,60,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 1}",2026-05-11T06:05:55.348145+00:00
82,Saudi Arabia,Saudi Arabia,AFC,1900,National Stadium of Saudi Arabia,The Saudi Arabia Team,,https://en.wikipedia.org/wiki/Saudi_Arabia_national_football_team,The Saudi Arabia national men's football team.,61,men,3,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 3}",2026-05-11T06:06:01.092197+00:00
83,Burkina Faso,Burkina Faso,CAF,1900,National Stadium of Burkina Faso,The Burkina Faso Team,,https://en.wikipedia.org/wiki/Burkina_Faso_national_football_team,The Burkina Faso national men's football team.,62,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:06:05.992747+00:00
84,Jordan,Jordan,AFC,1900,National Stadium of Jordan,The Jordan Team,,https://en.wikipedia.org/wiki/Jordan_national_football_team,The Jordan national men's football team.,63,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:06:10.231262+00:00
85,Albania,Albania,UEFA,1900,National Stadium of Albania,The Albania Team,,https://en.wikipedia.org/wiki/Albania_national_football_team,The Albania national men's football team.,64,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:06:14.211304+00:00
86,Bosnia and Herzegovina,Bosnia and Herzegovina,UEFA,1900,National Stadium of Bosnia and Herzegovina,The Bosnia and Herzegovina Team,,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team,The Bosnia and Herzegovina national men's football team.,65,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:06:18.919085+00:00
87,Honduras,Honduras,CONCACAF,1900,National Stadium of Honduras,The Honduras Team,,https://en.wikipedia.org/wiki/Honduras_national_football_team,The Honduras national men's football team.,66,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 1}",2026-05-11T06:06:23.320286+00:00
88,North Macedonia,North Macedonia,UEFA,1900,National Stadium of North Macedonia,The North Macedonia Team,,https://en.wikipedia.org/wiki/North_Macedonia_national_football_team,The North Macedonia national men's football team.,67,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:06:28.861312+00:00
89,United Arab Emirates,United Arab Emirates,AFC,1900,National Stadium of United Arab Emirates,The United Arab Emirates Team,,https://en.wikipedia.org/wiki/United_Arab_Emirates_national_football_team,The United Arab Emirates national men's football team.,68,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:06:33.079732+00:00
90,Cabo Verde,Cabo Verde,CAF,1900,National Stadium of Cabo Verde,The Cabo Verde Team,,https://en.wikipedia.org/wiki/Cabo_Verde_national_football_team,The Cabo Verde national men's football team.,69,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:06:37.713410+00:00
91,Northern Ireland,Northern Ireland,UEFA,1900,National Stadium of Northern Ireland,The Northern Ireland Team,,https://en.wikipedia.org/wiki/Northern_Ireland_national_football_team,The Northern Ireland national men's football team.,70,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:06:41.478912+00:00
92,Jamaica,Jamaica,CONCACAF,1900,National Stadium of Jamaica,The Jamaica Team,,https://en.wikipedia.org/wiki/Jamaica_national_football_team,The Jamaica national men's football team.,71,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:06:48.294608+00:00
93,Georgia,Georgia,UEFA,1900,National Stadium of Georgia,The Georgia Team,,https://en.wikipedia.org/wiki/Georgia_national_football_team,The Georgia national men's football team.,72,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:06:51.951569+00:00
94,Finland,Finland,UEFA,1900,National Stadium of Finland,The Finland Team,,https://en.wikipedia.org/wiki/Finland_national_football_team,The Finland national men's football team.,73,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:06:57.071552+00:00
95,Ghana,Ghana,CAF,1900,National Stadium of Ghana,The Ghana Team,,https://en.wikipedia.org/wiki/Ghana_national_football_team,The Ghana national men's football team.,74,men,4,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 4}",2026-05-11T06:07:00.926533+00:00
96,Iceland,Iceland,UEFA,1900,National Stadium of Iceland,The Iceland Team,,https://en.wikipedia.org/wiki/Iceland_national_football_team,The Iceland national men's football team.,75,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:07:04.339677+00:00
97,Bolivia,Bolivia,CONMEBOL,1900,National Stadium of Bolivia,The Bolivia Team,,https://en.wikipedia.org/wiki/Bolivia_national_football_team,The Bolivia national men's football team.,76,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Copa América"": 1}",2026-05-11T06:07:08.393176+00:00
98,Israel,Israel,UEFA,1900,National Stadium of Israel,The Israel Team,,https://en.wikipedia.org/wiki/Israel_national_football_team,The Israel national men's football team.,77,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:07:12.913511+00:00
99,Kosovo,Kosovo,UEFA,1900,National Stadium of Kosovo,The Kosovo Team,,https://en.wikipedia.org/wiki/Kosovo_national_football_team,The Kosovo national men's football team.,78,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:07:17.157133+00:00
101,Guinea,Guinea,CAF,1900,National Stadium of Guinea,The Guinea Team,,https://en.wikipedia.org/wiki/Guinea_national_football_team,The Guinea national men's football team.,80,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:07:24.648173+00:00
102,Montenegro,Montenegro,UEFA,1900,National Stadium of Montenegro,The Montenegro Team,,https://en.wikipedia.org/wiki/Montenegro_national_football_team,The Montenegro national men's football team.,81,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:07:28.933665+00:00
103,Curaçao,Curaçao,CONCACAF,1900,National Stadium of Curaçao,The Curaçao Team,,https://en.wikipedia.org/wiki/Curaçao_national_football_team,The Curaçao national men's football team.,82,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:07:33.534026+00:00
104,Haiti,Haiti,CONCACAF,1900,National Stadium of Haiti,The Haiti Team,,https://en.wikipedia.org/wiki/Haiti_national_football_team,The Haiti national men's football team.,83,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 1}",2026-05-11T06:07:37.582837+00:00
105,Syria,Syria,AFC,1900,National Stadium of Syria,The Syria Team,,https://en.wikipedia.org/wiki/Syria_national_football_team,The Syria national men's football team.,84,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:07:41.879079+00:00
106,New Zealand,New Zealand,OFC,1900,National Stadium of New Zealand,The New Zealand Team,,https://en.wikipedia.org/wiki/New_Zealand_national_football_team,The New Zealand national men's football team.,85,men,6,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""OFC Nations Cup"": 6}",2026-05-11T06:07:49.982648+00:00
107,Bulgaria,Bulgaria,UEFA,1900,National Stadium of Bulgaria,The Bulgaria Team,,https://en.wikipedia.org/wiki/Bulgaria_national_football_team,The Bulgaria national men's football team.,86,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:07:53.783007+00:00
108,Gabon,Gabon,CAF,1900,National Stadium of Gabon,The Gabon Team,,https://en.wikipedia.org/wiki/Gabon_national_football_team,The Gabon national men's football team.,87,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:07:57.115948+00:00
109,Uganda,Uganda,CAF,1900,National Stadium of Uganda,The Uganda Team,,https://en.wikipedia.org/wiki/Uganda_national_football_team,The Uganda national men's football team.,88,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:08:01.103935+00:00
110,Angola,Angola,CAF,1900,National Stadium of Angola,The Angola Team,,https://en.wikipedia.org/wiki/Angola_national_football_team,The Angola national men's football team.,89,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:08:06.470192+00:00
111,Benin,Benin,CAF,1900,National Stadium of Benin,The Benin Team,,https://en.wikipedia.org/wiki/Benin_national_football_team,The Benin national men's football team.,90,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:08:11.445718+00:00
112,Bahrain,Bahrain,AFC,1900,National Stadium of Bahrain,The Bahrain Team,,https://en.wikipedia.org/wiki/Bahrain_national_football_team,The Bahrain national men's football team.,91,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:08:16.519570+00:00
113,Zambia,Zambia,CAF,1900,National Stadium of Zambia,The Zambia Team,,https://en.wikipedia.org/wiki/Zambia_national_football_team,The Zambia national men's football team.,92,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 1}",2026-05-11T06:08:21.282561+00:00
114,Thailand,Thailand,AFC,1900,National Stadium of Thailand,The Thailand Team,,https://en.wikipedia.org/wiki/Thailand_national_football_team,The Thailand national men's football team.,93,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:08:25.270138+00:00
115,China PR,China PR,AFC,1900,National Stadium of China PR,The China PR Team,,https://en.wikipedia.org/wiki/China_PR_national_football_team,The China PR national men's football team.,94,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:08:30.255873+00:00
116,Palestine,Palestine,AFC,1900,National Stadium of Palestine,The Palestine Team,,https://en.wikipedia.org/wiki/Palestine_national_football_team,The Palestine national men's football team.,95,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:08:34.863785+00:00
117,Guatemala,Guatemala,CONCACAF,1900,National Stadium of Guatemala,The Guatemala Team,,https://en.wikipedia.org/wiki/Guatemala_national_football_team,The Guatemala national men's football team.,96,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 1}",2026-05-11T06:08:39.286562+00:00
118,Belarus,Belarus,UEFA,1900,National Stadium of Belarus,The Belarus Team,,https://en.wikipedia.org/wiki/Belarus_national_football_team,The Belarus national men's football team.,97,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:08:42.425543+00:00
119,Luxembourg,Luxembourg,UEFA,1900,National Stadium of Luxembourg,The Luxembourg Team,,https://en.wikipedia.org/wiki/Luxembourg_national_football_team,The Luxembourg national men's football team.,98,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:08:47.014208+00:00
120,Vietnam,Vietnam,AFC,1900,National Stadium of Vietnam,The Vietnam Team,,https://en.wikipedia.org/wiki/Vietnam_national_football_team,The Vietnam national men's football team.,99,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:08:51.835504+00:00
121,El Salvador,El Salvador,CONCACAF,1900,National Stadium of El Salvador,The El Salvador Team,,https://en.wikipedia.org/wiki/El_Salvador_national_football_team,The El Salvador national men's football team.,100,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:08:57.683056+00:00
122,Mozambique,Mozambique,CAF,1900,National Stadium of Mozambique,The Mozambique Team,,https://en.wikipedia.org/wiki/Mozambique_national_football_team,The Mozambique national men's football team.,101,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:09:01.444266+00:00
123,Trinidad and Tobago,Trinidad and Tobago,CONCACAF,1900,National Stadium of Trinidad and Tobago,The Trinidad and Tobago Team,,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_national_football_team,The Trinidad and Tobago national men's football team.,102,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:09:05.489120+00:00
124,Tajikistan,Tajikistan,AFC,1900,National Stadium of Tajikistan,The Tajikistan Team,,https://en.wikipedia.org/wiki/Tajikistan_national_football_team,The Tajikistan national men's football team.,103,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:09:08.914810+00:00
126,Equatorial Guinea,Equatorial Guinea,CAF,1900,National Stadium of Equatorial Guinea,The Equatorial Guinea Team,,https://en.wikipedia.org/wiki/Equatorial_Guinea_national_football_team,The Equatorial Guinea national men's football team.,105,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:09:17.018288+00:00
127,Armenia,Armenia,UEFA,1900,National Stadium of Armenia,The Armenia Team,,https://en.wikipedia.org/wiki/Armenia_national_football_team,The Armenia national men's football team.,106,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:09:22.119342+00:00
128,Kyrgyz Republic,Kyrgyz Republic,AFC,1900,National Stadium of Kyrgyz Republic,The Kyrgyz Republic Team,,https://en.wikipedia.org/wiki/Kyrgyz_Republic_national_football_team,The Kyrgyz Republic national men's football team.,107,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:09:26.511269+00:00
129,Lebanon,Lebanon,AFC,1900,National Stadium of Lebanon,The Lebanon Team,,https://en.wikipedia.org/wiki/Lebanon_national_football_team,The Lebanon national men's football team.,108,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:09:31.924924+00:00
130,Comoros,Comoros,CAF,1900,National Stadium of Comoros,The Comoros Team,,https://en.wikipedia.org/wiki/Comoros_national_football_team,The Comoros national men's football team.,109,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:09:35.670976+00:00
131,Kazakhstan,Kazakhstan,UEFA,1900,National Stadium of Kazakhstan,The Kazakhstan Team,,https://en.wikipedia.org/wiki/Kazakhstan_national_football_team,The Kazakhstan national men's football team.,110,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:09:40.440448+00:00
132,Kenya,Kenya,CAF,1900,National Stadium of Kenya,The Kenya Team,,https://en.wikipedia.org/wiki/Kenya_national_football_team,The Kenya national men's football team.,111,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:09:46.106944+00:00
133,Libya,Libya,CAF,1900,National Stadium of Libya,The Libya Team,,https://en.wikipedia.org/wiki/Libya_national_football_team,The Libya national men's football team.,112,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:09:51.132773+00:00
134,Tanzania,Tanzania,CAF,1900,National Stadium of Tanzania,The Tanzania Team,,https://en.wikipedia.org/wiki/Tanzania_national_football_team,The Tanzania national men's football team.,113,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:09:54.671291+00:00
135,Niger,Niger,CAF,1900,National Stadium of Niger,The Niger Team,,https://en.wikipedia.org/wiki/Niger_national_football_team,The Niger national men's football team.,114,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:09:58.073802+00:00
136,Mauritania,Mauritania,CAF,1900,National Stadium of Mauritania,The Mauritania Team,,https://en.wikipedia.org/wiki/Mauritania_national_football_team,The Mauritania national men's football team.,115,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:10:02.217633+00:00
137,The Gambia,The Gambia,CAF,1900,National Stadium of The Gambia,The The Gambia Team,,https://en.wikipedia.org/wiki/The_Gambia_national_football_team,The The Gambia national men's football team.,116,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:10:07.210049+00:00
138,Sudan,Sudan,CAF,1900,National Stadium of Sudan,The Sudan Team,,https://en.wikipedia.org/wiki/Sudan_national_football_team,The Sudan national men's football team.,117,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 1}",2026-05-11T06:10:11.846398+00:00
139,Korea DPR,Korea DPR,AFC,1900,National Stadium of Korea DPR,The Korea DPR Team,,https://en.wikipedia.org/wiki/Korea_DPR_national_football_team,The Korea DPR national men's football team.,118,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:10:16.182384+00:00
140,Sierra Leone,Sierra Leone,CAF,1900,National Stadium of Sierra Leone,The Sierra Leone Team,,https://en.wikipedia.org/wiki/Sierra_Leone_national_football_team,The Sierra Leone national men's football team.,119,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:10:20.231478+00:00
141,Namibia,Namibia,CAF,1900,National Stadium of Namibia,The Namibia Team,,https://en.wikipedia.org/wiki/Namibia_national_football_team,The Namibia national men's football team.,120,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:10:25.703107+00:00
142,Togo,Togo,CAF,1900,National Stadium of Togo,The Togo Team,,https://en.wikipedia.org/wiki/Togo_national_football_team,The Togo national men's football team.,121,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:10:31.176605+00:00
143,Indonesia,Indonesia,AFC,1900,National Stadium of Indonesia,The Indonesia Team,,https://en.wikipedia.org/wiki/Indonesia_national_football_team,The Indonesia national men's football team.,122,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:10:36.136567+00:00
144,Faroe Islands,Faroe Islands,UEFA,1900,National Stadium of Faroe Islands,The Faroe Islands Team,,https://en.wikipedia.org/wiki/Faroe_Islands_national_football_team,The Faroe Islands national men's football team.,123,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:10:40.892901+00:00
145,Azerbaijan,Azerbaijan,UEFA,1900,National Stadium of Azerbaijan,The Azerbaijan Team,,https://en.wikipedia.org/wiki/Azerbaijan_national_football_team,The Azerbaijan national men's football team.,124,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:10:45.766053+00:00
146,Suriname,Suriname,CONCACAF,1900,National Stadium of Suriname,The Suriname Team,,https://en.wikipedia.org/wiki/Suriname_national_football_team,The Suriname national men's football team.,125,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:10:51.287011+00:00
147,Cyprus,Cyprus,UEFA,1900,National Stadium of Cyprus,The Cyprus Team,,https://en.wikipedia.org/wiki/Cyprus_national_football_team,The Cyprus national men's football team.,126,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:10:55.901587+00:00
148,Malawi,Malawi,CAF,1900,National Stadium of Malawi,The Malawi Team,,https://en.wikipedia.org/wiki/Malawi_national_football_team,The Malawi national men's football team.,127,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:10:59.286198+00:00
149,Rwanda,Rwanda,CAF,1900,National Stadium of Rwanda,The Rwanda Team,,https://en.wikipedia.org/wiki/Rwanda_national_football_team,The Rwanda national men's football team.,128,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:11:03.034582+00:00
150,Estonia,Estonia,UEFA,1900,National Stadium of Estonia,The Estonia Team,,https://en.wikipedia.org/wiki/Estonia_national_football_team,The Estonia national men's football team.,129,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:11:07.120306+00:00
152,Nicaragua,Nicaragua,CONCACAF,1900,National Stadium of Nicaragua,The Nicaragua Team,,https://en.wikipedia.org/wiki/Nicaragua_national_football_team,The Nicaragua national men's football team.,131,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:11:15.168271+00:00
153,Guinea-Bissau,Guinea-Bissau,CAF,1900,National Stadium of Guinea-Bissau,The Guinea-Bissau Team,,https://en.wikipedia.org/wiki/Guinea-Bissau_national_football_team,The Guinea-Bissau national men's football team.,132,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:11:19.582191+00:00
154,Congo,Congo,CAF,1900,National Stadium of Congo,The Congo Team,,https://en.wikipedia.org/wiki/Congo_national_football_team,The Congo national men's football team.,133,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 1}",2026-05-11T06:11:22.894516+00:00
155,Kuwait,Kuwait,AFC,1900,National Stadium of Kuwait,The Kuwait Team,,https://en.wikipedia.org/wiki/Kuwait_national_football_team,The Kuwait national men's football team.,134,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 1}",2026-05-11T06:11:29.462270+00:00
156,Philippines,Philippines,AFC,1900,National Stadium of Philippines,The Philippines Team,,https://en.wikipedia.org/wiki/Philippines_national_football_team,The Philippines national men's football team.,135,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:11:35.395287+00:00
157,India,India,AFC,1900,National Stadium of India,The India Team,,https://en.wikipedia.org/wiki/India_national_football_team,The India national men's football team.,136,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:11:39.528429+00:00
158,Latvia,Latvia,UEFA,1900,National Stadium of Latvia,The Latvia Team,,https://en.wikipedia.org/wiki/Latvia_national_football_team,The Latvia national men's football team.,137,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:11:43.018751+00:00
159,Malaysia,Malaysia,AFC,1900,National Stadium of Malaysia,The Malaysia Team,,https://en.wikipedia.org/wiki/Malaysia_national_football_team,The Malaysia national men's football team.,138,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:11:47.302750+00:00
160,Central African Republic,Central African Republic,CAF,1900,National Stadium of Central African Republic,The Central African Republic Team,,https://en.wikipedia.org/wiki/Central_African_Republic_national_football_team,The Central African Republic national men's football team.,139,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:11:52.453017+00:00
161,Liberia,Liberia,CAF,1900,National Stadium of Liberia,The Liberia Team,,https://en.wikipedia.org/wiki/Liberia_national_football_team,The Liberia national men's football team.,140,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:11:56.296662+00:00
162,Turkmenistan,Turkmenistan,AFC,1900,National Stadium of Turkmenistan,The Turkmenistan Team,,https://en.wikipedia.org/wiki/Turkmenistan_national_football_team,The Turkmenistan national men's football team.,141,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:12:01.169799+00:00
163,Burundi,Burundi,CAF,1900,National Stadium of Burundi,The Burundi Team,,https://en.wikipedia.org/wiki/Burundi_national_football_team,The Burundi national men's football team.,142,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:12:06.203427+00:00
164,Dominican Republic,Dominican Republic,CONCACAF,1900,National Stadium of Dominican Republic,The Dominican Republic Team,,https://en.wikipedia.org/wiki/Dominican_Republic_national_football_team,The Dominican Republic national men's football team.,143,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""CONCACAF Gold Cup"": 0}",2026-05-11T06:12:11.268488+00:00
165,Ethiopia,Ethiopia,CAF,1900,National Stadium of Ethiopia,The Ethiopia Team,,https://en.wikipedia.org/wiki/Ethiopia_national_football_team,The Ethiopia national men's football team.,144,men,1,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 1}",2026-05-11T06:12:16.441939+00:00
166,Lesotho,Lesotho,CAF,1900,National Stadium of Lesotho,The Lesotho Team,,https://en.wikipedia.org/wiki/Lesotho_national_football_team,The Lesotho national men's football team.,145,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:12:21.736932+00:00
167,Botswana,Botswana,CAF,1900,National Stadium of Botswana,The Botswana Team,,https://en.wikipedia.org/wiki/Botswana_national_football_team,The Botswana national men's football team.,146,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""Africa Cup of Nations"": 0}",2026-05-11T06:12:25.487452+00:00
168,Singapore,Singapore,AFC,1900,National Stadium of Singapore,The Singapore Team,,https://en.wikipedia.org/wiki/Singapore_national_football_team,The Singapore national men's football team.,147,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:12:29.538276+00:00
169,Lithuania,Lithuania,UEFA,1900,National Stadium of Lithuania,The Lithuania Team,,https://en.wikipedia.org/wiki/Lithuania_national_football_team,The Lithuania national men's football team.,148,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""European Championship"": 0}",2026-05-11T06:12:33.528216+00:00
170,Yemen,Yemen,AFC,1900,National Stadium of Yemen,The Yemen Team,,https://en.wikipedia.org/wiki/Yemen_national_football_team,The Yemen national men's football team.,149,men,0,0,TBD,TBD,Neighboring Countries,"{""World Cup"": 0, ""AFC Asian Cup"": 0}",2026-05-11T06:12:37.329036+00:00
